0.012368	0.992864
0.024737	0.985578
0.037105	0.978145
0.049474	0.970569
0.061842	0.962851
0.074211	0.954995
0.086579	0.947005
0.098948	0.938883
0.111316	0.930633
0.123685	0.922257
0.136053	0.913759
0.148422	0.905142
0.160790	0.896410
0.173159	0.887564
0.185527	0.878610
0.197896	0.869549
0.210264	0.860386
0.222633	0.851123
0.235001	0.841765
0.247370	0.832313
0.259738	0.822772
0.272106	0.813145
0.284475	0.803435
0.296843	0.793645
0.309212	0.783780
0.321580	0.773842
0.333949	0.763834
0.346317	0.753762
0.358686	0.743626
0.371054	0.733432
0.383423	0.723182
0.395791	0.712881
0.408160	0.702531
0.420528	0.692136
0.432897	0.681699
0.445265	0.671224
0.457634	0.660715
0.470002	0.650174
0.482371	0.639606
0.494739	0.629014
0.507107	0.618402
0.519476	0.607772
0.531844	0.597129
0.544213	0.586476
0.556581	0.575817
0.568950	0.565154
0.581318	0.554492
0.593687	0.543835
0.606055	0.533184
0.618424	0.522545
0.630792	0.511921
0.643161	0.501315
0.655529	0.490730
0.667898	0.480171
0.680266	0.469641
0.692635	0.459142
0.705003	0.448680
0.717372	0.438256
0.729740	0.427876
0.742109	0.417541
0.754477	0.407256
0.766845	0.397025
0.779214	0.386849
0.791582	0.376734
0.803951	0.366683
0.816319	0.356698
0.828688	0.346783
0.841056	0.336943
0.853425	0.327179
0.865793	0.317496
0.878162	0.307897
0.890530	0.298385
0.902899	0.288963
0.915267	0.279636
0.927636	0.270405
0.940004	0.261276
0.952373	0.252250
0.964741	0.243331
0.977110	0.234523
0.989478	0.225828
1.001846	0.217250
1.014215	0.208792
1.026583	0.200457
1.038952	0.192249
1.051320	0.184170
1.063689	0.176223
1.076057	0.168413
1.088426	0.160741
1.100794	0.153212
1.113163	0.145827
1.125531	0.138590
1.137900	0.131504
1.150268	0.124573
1.162637	0.117798
1.175005	0.111183
1.187374	0.104730
1.199742	0.098443
1.212111	0.092325
1.224479	0.086378
1.236848	0.080605
1.249216	0.075010
1.261584	0.069593
1.273953	0.064359
1.286321	0.059310
1.298690	0.054449
1.311058	0.049778
1.323427	0.045300
1.335795	0.041018
1.348164	0.036933
1.360532	0.033050
1.372901	0.029369
1.385269	0.025894
1.397638	0.022626
1.410006	0.019570
1.422375	0.016725
1.434743	0.014096
1.447112	0.011685
1.459480	0.009492
1.471849	0.007522
1.484217	0.005776
1.496585	0.004255
1.508954	0.002963
1.521322	0.001902
1.533691	0.001073
1.546059	0.000478
1.558428	0.000120
1.570796	0.000000
