0.098786	0.000000
0.111655	0.259522
0.162864	0.645737
0.342351	1.634695
12.514053	62.406031
-0.462222	-2.251855
-0.259057	-1.194304
-0.194923	-0.838005
-0.164319	-0.654844
-0.146778	-0.541385
-0.135601	-0.463252
-0.127965	-0.405650
-0.122484	-0.361121
-0.118398	-0.325474
-0.115263	-0.296167
-0.112800	-0.271556
-0.110826	-0.250531
-0.109219	-0.232314
-0.107892	-0.216339
-0.106782	-0.202185
-0.105845	-0.189533
-0.105046	-0.178134
-0.104359	-0.167794
-0.103764	-0.158355
-0.103246	-0.149692
-0.102791	-0.141699
-0.102391	-0.134291
-0.102036	-0.127397
-0.101720	-0.120955
-0.101438	-0.114914
-0.101185	-0.109230
-0.100958	-0.103865
-0.100753	-0.098786
-0.100567	-0.093965
-0.100399	-0.089376
-0.100246	-0.084997
-0.100107	-0.080809
-0.099979	-0.076795
-0.099863	-0.072938
-0.099757	-0.069226
-0.099660	-0.065645
-0.099570	-0.062185
-0.099488	-0.058835
-0.099413	-0.055586
-0.099344	-0.052430
-0.099281	-0.049358
-0.099223	-0.046364
-0.099170	-0.043442
-0.099121	-0.040584
-0.099077	-0.037786
-0.099036	-0.035042
-0.098999	-0.032348
-0.098966	-0.029698
-0.098936	-0.027089
-0.098909	-0.024516
-0.098885	-0.021976
-0.098863	-0.019464
-0.098845	-0.016977
-0.098829	-0.014512
-0.098816	-0.012066
-0.098805	-0.009635
-0.098797	-0.007215
-0.098791	-0.004805
-0.098788	-0.002401
-0.098786	0.000000
-0.098788	0.002401
-0.098791	0.004805
-0.098797	0.007215
-0.098805	0.009635
-0.098816	0.012066
-0.098829	0.014512
-0.098845	0.016977
-0.098863	0.019464
-0.098885	0.021976
-0.098909	0.024516
-0.098936	0.027089
-0.098966	0.029698
-0.098999	0.032348
-0.099036	0.035042
-0.099077	0.037786
-0.099121	0.040584
-0.099170	0.043442
-0.099223	0.046364
-0.099281	0.049358
-0.099344	0.052430
-0.099413	0.055586
-0.099488	0.058835
-0.099570	0.062185
-0.099660	0.065645
-0.099757	0.069226
-0.099863	0.072938
-0.099979	0.076795
-0.100107	0.080809
-0.100246	0.084997
-0.100399	0.089376
-0.100567	0.093965
-0.100753	0.098786
-0.100958	0.103865
-0.101185	0.109230
-0.101438	0.114914
-0.101720	0.120955
-0.102036	0.127397
-0.102391	0.134291
-0.102791	0.141699
-0.103246	0.149692
-0.103764	0.158355
-0.104359	0.167794
-0.105046	0.178134
-0.105845	0.189533
-0.106782	0.202185
-0.107892	0.216339
-0.109219	0.232314
-0.110826	0.250531
-0.112800	0.271556
-0.115263	0.296167
-0.118398	0.325474
-0.122484	0.361121
-0.127965	0.405650
-0.135601	0.463252
-0.146778	0.541385
-0.164319	0.654844
-0.194923	0.838005
-0.259057	1.194304
-0.462222	2.251855
12.514053	-62.406031
0.342351	-1.634695
0.162864	-0.645737
0.111655	-0.259522
