0.010000	0.000050
0.020000	0.000199
0.030000	0.000446
0.040000	0.000789
0.050000	0.001229
0.060000	0.001765
0.070000	0.002394
0.080000	0.003116
0.090000	0.003931
0.100000	0.004837
0.110000	0.005834
0.120000	0.006920
0.130000	0.008095
0.140000	0.009358
0.150000	0.010708
0.160000	0.012144
0.170000	0.013665
0.180000	0.015270
0.190000	0.016959
0.200000	0.018731
0.210000	0.020584
0.220000	0.022519
0.230000	0.024534
0.240000	0.026628
0.250000	0.028801
0.260000	0.031052
0.270000	0.033379
0.280000	0.035784
0.290000	0.038264
0.300000	0.040818
0.310000	0.043447
0.320000	0.046149
0.330000	0.048924
0.340000	0.051770
0.350000	0.054688
0.360000	0.057676
0.370000	0.060734
0.380000	0.063861
0.390000	0.067057
0.400000	0.070320
0.410000	0.073650
0.420000	0.077047
0.430000	0.080509
0.440000	0.084036
0.450000	0.087628
0.460000	0.091284
0.470000	0.095002
0.480000	0.098783
0.490000	0.102626
0.500000	0.106531
0.510000	0.110496
0.520000	0.114521
0.530000	0.118605
0.540000	0.122748
0.550000	0.126950
0.560000	0.131209
0.570000	0.135525
0.580000	0.139898
0.590000	0.144327
0.600000	0.148812
0.610000	0.153351
0.620000	0.157944
0.630000	0.162592
0.640000	0.167292
0.650000	0.172046
0.660000	0.176851
0.670000	0.181709
0.680000	0.186617
0.690000	0.191576
0.700000	0.196585
0.710000	0.201644
0.720000	0.206752
0.730000	0.211909
0.740000	0.217114
0.750000	0.222367
0.760000	0.227666
0.770000	0.233013
0.780000	0.238406
0.790000	0.243845
0.800000	0.249329
0.810000	0.254858
0.820000	0.260432
0.830000	0.266049
0.840000	0.271711
0.850000	0.277415
0.860000	0.283162
0.870000	0.288952
0.880000	0.294783
0.890000	0.300656
0.900000	0.306570
0.910000	0.312524
0.920000	0.318519
0.930000	0.324554
0.940000	0.330628
0.950000	0.336741
0.960000	0.342893
0.970000	0.349083
0.980000	0.355311
0.990000	0.361577
1.000000	0.367879
3) h=0.010000:	0.367879
